59	0	acs41       	            	Mine1 magazine                                                                                                                                                                                          	Prox Mine 1             	2	2000-02-18 14:59:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1	58	invsmine    	703	0	0
64	0	acs34       	            	A large-ship  mounted shield protection system.                                                                                                                                                         	Large Shield 1          	4	2000-06-14 10:29:00	50	1	100	HasShipyard1                                                                                                                                                                                                                                                    	                                                                                                                                                                                                                                                                	0	part        	4	45	invshield   	323	0	0
52	0	acs57       	            	Energy weapon; optimized against miners and builders                                                                                                                                                    	EW Utl Cannon 3         	1	2000-04-27 10:49:00	1	150	200	ResearchedAntiUtility3 CopyElectronics                                                                                                                                                                                                                          	ResearchedAntiUtility3                                                                                                                                                                                                                                          	5	part        	1		invsweapon  	1	0	0
80	0	acs40       	            	Chaff magazine 1                                                                                                                                                                                        	Countermeasures 1       	2	2000-02-03 14:26:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1	85	invchaff    	803	0	0
81	0	utl23       	            	Probe magazine                                                                                                                                                                                          	EWS Probe 1             	2	2000-02-03 14:27:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1	15	invsmine    	603	0	0
85	0	acs40       	            	Chaff magazine 2                                                                                                                                                                                        	Countermeasures 2       	2	2000-02-03 14:27:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1	86	invchaff    	802	0	0
86	0	acs40       	            	Chaff magazine 3                                                                                                                                                                                        	Countermeasures 3       	2	2000-02-03 14:27:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1		invchaff    	801	0	0
91	0	wep18       	            	Fire at your team mates with this to repair them.                                                                                                                                                       	Nanite Repr Sys 1       	1	2000-05-09 07:57:00	2	800	5	ResearchedRepairWeapon1                                                                                                                                                                                                                                         	ResearchedRepairWeapon1                                                                                                                                                                                                                                         	0	part        	128	190	invsweapon  	92	0	0
60	0	wep06       	            	A Stealth Fighter energy weapon with long range and low signature.                                                                                                                                      	EW Sniper Rifle 1       	1	2000-03-25 10:47:00	1	80	50	ResearchedSniperWeapon1 CopyElectronics                                                                                                                                                                                                                         	ResearchedSniperWeapon1                                                                                                                                                                                                                                         	5	part        	1	61	invsweapon  	12	0	0
61	0	wep06       	            	A Stealth Fighter energy weapon with long range and low signature.                                                                                                                                      	EW Sniper Rifle 2       	1	2000-03-16 12:08:00	1	40	50	ResearchedSniperWeapon2 CopyElectronics                                                                                                                                                                                                                         	ResearchedSniperWeapon2                                                                                                                                                                                                                                         	5	part        	1		invsweapon  	11	0	0
71	0	wep09       	            	A Scout and Fighter-mounted particle weapon good against Fighter-class ships.                                                                                                                           	PW Gattlg Gun 2         	1	2000-03-16 12:09:00	1	200	200	ResearchedMachineGun2 CopyOrdnance                                                                                                                                                                                                                              	ResearchedMachineGun2                                                                                                                                                                                                                                           	5	part        	2	72	invsweapon  	22	0	0
72	0	wep09       	            	A Scout and Fighter-mounted particle weapon good against Fighter-class ships.                                                                                                                           	PW Gattlg Gun 3         	1	2000-02-21 11:00:00	1	200	200	ResearchedMachineGun3 CopyOrdnance                                                                                                                                                                                                                              	ResearchedMachineGun3                                                                                                                                                                                                                                           	5	part        	2		invsweapon  	21	0	0
92	0	wep07       	            	Energy weapon; optimized to drop shields and damage capital ships.                                                                                                                                      	EW Disruptr Blst 1      	1	2000-06-19 10:11:00	1	200	200	ResearchedDisruptor1                                                                                                                                                                                                                                            	ResearchedDisruptor1                                                                                                                                                                                                                                            	5	part        	64	93	invsweapon  	33	0	0
93	0	wep07       	            	Energy weapon; optimized to drop shields and damage capital ships.                                                                                                                                      	EW Disruptr Blst 2      	1	2000-06-19 10:11:00	1	200	200	ResearchedDisruptor2 CopyOrdnance                                                                                                                                                                                                                               	ResearchedDisruptor2                                                                                                                                                                                                                                            	5	part        	64	94	invsweapon  	32	0	0
94	0	wep07       	            	Energy weapon; optimized to drop shields and damage capital ships.                                                                                                                                      	EW Disruptr Blst 3      	1	2000-06-19 10:11:00	1	200	200	ResearchedDisruptor3 CopyOrdnance                                                                                                                                                                                                                               	ResearchedDisruptor3                                                                                                                                                                                                                                            	5	part        	64		invsweapon  	31	0	0
100	0	wep04       	            	Damages only shields of ships and small bases, but area effect.                                                                                                                                         	PW EMP Cannon 1         	1	2000-04-27 11:21:00	1	400	200	ResearchedCannon1 CopyResearch                                                                                                                                                                                                                                  	ResearchedCannon1                                                                                                                                                                                                                                               	5	part        	8	101	invsweapon  	53	0	0
101	0	wep04       	            	Damages only shields of ships and small bases, but area effect.                                                                                                                                         	PW EMP Cannon 2         	1	2000-04-27 11:21:00	1	400	200	ResearchedCannon2 CopyResearch                                                                                                                                                                                                                                  	ResearchedCannon2                                                                                                                                                                                                                                               	5	part        	8		invsweapon  	52	0	0
111	0	wep19       	            	Heavy energy weapon; optimized to drop shields and damage capital ships, and can damage or destroy some of the smaller stations.                                                                        	EW Galvonic Blst        	1	2000-06-14 10:25:00	1	400	200	ResearchedGalvonic CopyOrdnance                                                                                                                                                                                                                                 	ResearchedGalvonic                                                                                                                                                                                                                                              	5	part        	4		invsweapon  	30	0	0
120	0	wep16       	            	An Interceptor-mounted particle weapon good against Fighter-class ships.                                                                                                                                	PW Mini-gun 1           	1	2000-04-27 10:40:00	1	200	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	5	part        	8	121	invsweapon  	43	0	0
121	0	wep16       	            	An Interceptor-mounted particle weapon good against Fighter-class ships.                                                                                                                                	PW Mini-gun 2           	1	2000-04-27 10:40:00	1	200	200	ResearchedMinigun2 CopyResearch                                                                                                                                                                                                                                 	ResearchedMinigun2                                                                                                                                                                                                                                              	5	part        	8	122	invsweapon  	42	0	0
122	0	wep16       	            	An Interceptor-mounted particle weapon good against Fighter-class ships.                                                                                                                                	PW Mini-gun 3           	1	2000-04-27 10:45:00	1	200	200	ResearchedMinigun3 CopyResearch                                                                                                                                                                                                                                 	ResearchedMinigun3                                                                                                                                                                                                                                              	5	part        	8		invsweapon  	41	0	0
130	0	wep02       	            	Bomber turret mounted particle weapon good against Fighter-class ships.                                                                                                                                 	PW Turret AC 1          	1	2000-04-27 10:37:00	1	200	200	ResearchedTurret1                                                                                                                                                                                                                                               	ResearchedTurret1                                                                                                                                                                                                                                               	5	part        	16	131	invsweapon  	63	0	0
131	0	wep02       	            	Bomber turret mounted particle weapon good against Fighter-class ships.                                                                                                                                 	PW Turret AC 2          	1	2000-04-27 10:37:00	1	200	200	CopyOrdnance ResearchedTurret2                                                                                                                                                                                                                                  	ResearchedTurret2                                                                                                                                                                                                                                               	5	part        	16	132	invsweapon  	62	0	0
132	0	wep02       	            	Bomber turret mounted particle weapon good against Fighter-class ships.                                                                                                                                 	PW Turret AC 3          	1	2000-04-27 10:37:00	1	200	200	CopyOrdnance ResearchedTurret3                                                                                                                                                                                                                                  	ResearchedTurret3                                                                                                                                                                                                                                               	5	part        	16		invsweapon  	61	0	0
140	0	wep12       	            	Gunship-, Frigate-, and Cruiser-mounted particle weapon with area damage explosives.                                                                                                                    	PW SkyCap Turret 1      	1	2000-04-27 10:45:00	1	200	200	ResearchedCapTurret1                                                                                                                                                                                                                                            	ResearchedCapTurret1                                                                                                                                                                                                                                            	5	part        	32	141	invsweapon  	73	0	0
141	0	wep12       	            	Gunship-, Frigate-, and Cruiser-mounted particle weapon with area damage explosives.                                                                                                                    	PW SkyCap Turret 2      	1	2000-04-27 10:45:00	1	200	200	ResearchedCapTurret2 CopyShipyard                                                                                                                                                                                                                               	ResearchedCapTurret2                                                                                                                                                                                                                                            	5	part        	32	142	invsweapon  	72	0	0
142	0	wep12       	            	Gunship-, Frigate-, and Cruiser-mounted particle weapon with area damage explosives.                                                                                                                    	PW SkyCap Turret 3      	1	2000-04-27 10:45:00	1	200	200	ResearchedCapTurret3 CopyShipyard                                                                                                                                                                                                                               	ResearchedCapTurret3                                                                                                                                                                                                                                            	5	part        	32		invsweapon  	71	0	0
150	0	mis05       	            	Dumb Missile 1 Mag                                                                                                                                                                                      	SRM Dumbfire 1          	2	2000-02-03 14:39:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1	151	invsmissile 	103	0	0
151	0	mis05       	            	Dumb Missile 2 Mag                                                                                                                                                                                      	SRM Dumbfire 2          	2	2000-04-27 11:33:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb2                                                                                                                                                                                                                                          	1	part        	1	152	invsmissile 	102	0	0
152	0	mis05       	            	Dumb Missile 3 Mag                                                                                                                                                                                      	SRM Dumbfire 3          	2	2000-04-27 11:33:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb3                                                                                                                                                                                                                                          	1	part        	1		invsmissile 	101	0	0
153	0	mis06       	            	Track Missile 1 mag                                                                                                                                                                                     	MRM Seeker 1            	2	2000-04-27 11:34:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileTracking1                                                                                                                                                                                                                                      	1	part        	1	154	invsmissile 	113	0	0
154	0	mis06       	            	Track Missile 2 mag                                                                                                                                                                                     	MRM Seeker 2            	2	2000-04-27 11:34:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileTracking2                                                                                                                                                                                                                                      	1	part        	1	156	invsmissile 	112	0	0
155	0	mis07       	            	Med Missile 1 mag                                                                                                                                                                                       	LRM Hunter 1            	2	2000-03-16 12:10:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileMedium1                                                                                                                                                                                                                                        	1	part        	2	159	invsmissile 	123	0	0
156	0	mis06       	            	Track Missile 3 mag                                                                                                                                                                                     	MRM Seeker 3            	2	2000-04-27 11:34:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileTracking2                                                                                                                                                                                                                                      	1	part        	1		invsmissile 	111	0	0
157	0	mis11       	            	Bom Anti-base 1                                                                                                                                                                                         	SRM Anti-Base 1         	2	2000-05-01 16:50:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	4	158	invsmissile 	134	0	0
158	0	mis11       	            	Bom Anti-base 2                                                                                                                                                                                         	SRM Anti-Base 2         	2	2000-06-03 10:24:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileBomberAntiBase1                                                                                                                                                                                                                                	1	part        	4	601	invsmissile 	133	0	0
159	0	mis07       	            	Bomb Anti-ftr 1                                                                                                                                                                                         	LRM Hunter 2            	2	2000-02-03 15:22:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileAntiFighter1                                                                                                                                                                                                                                   	1	part        	4	31	invsmissile 	122	0	0
160	0	mis13       	            	Cap anti-base 1                                                                                                                                                                                         	SRM Tacticl Nuke 1      	2	2000-04-27 10:38:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	8	161	invsmissile 	212	0	0
161	0	mis13       	            	Cap anti-base 2                                                                                                                                                                                         	SRM Tacticl Nuke 2      	2	2000-04-27 11:45:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileCapAntiBase2                                                                                                                                                                                                                                   	1	part        	8		invsmissile 	211	0	0
162	0	mis14       	            	Cap anti-rock 1                                                                                                                                                                                         	MRM Seismic             	2	2000-05-01 16:51:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileCapAntiRock1                                                                                                                                                                                                                                   	1	part        	8		invsmissile 	225	0	0
163	0	mis08       	            	Cap  anti-ftr 1                                                                                                                                                                                         	LRM Huntr Killer 1      	2	2000-04-27 11:36:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	16	164	invsmissile 	203	0	0
164	0	mis08       	            	Cap anti-ftr 2                                                                                                                                                                                          	LRM Huntr Killer 2      	2	2000-04-27 11:36:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileCapAntiFighter2                                                                                                                                                                                                                                	1	part        	16	32	invsmissile 	202	0	0
190	0	wep18       	            	Fire at your team mates with this to repair them.                                                                                                                                                       	Nanite Repr Sys 2       	1	2000-05-09 07:52:00	2	800	5	ResearchedRepairWeapon2                                                                                                                                                                                                                                         	ResearchedRepairWeapon2                                                                                                                                                                                                                                         	0	part        	128		invsweapon  	91	0	0
39	0	acs38       	            	Cloaking device                                                                                                                                                                                         	Signature Cloak 2       	5	2000-02-03 14:28:00	3	1	0	ResearchedCloak2 CopyElectronics                                                                                                                                                                                                                                	ResearchedCloak2                                                                                                                                                                                                                                                	5	part        	1	34	invcloak    	502	0	0
41	0	acs38       	            	Heavy Cloak 1                                                                                                                                                                                           	Heavy Cloak 1           	5	2000-03-07 12:39:00	10	1	0	ResearchedCapCloak1                                                                                                                                                                                                                                             	ResearchedCapCloak1                                                                                                                                                                                                                                             	5	part        	2	35	invcloak    	512	0	0
58	0	acs41       	            	Mine 2 magazine                                                                                                                                                                                         	Prox Mine 2             	2	2000-02-18 14:59:00	2	2	200	ResearchedMine2                                                                                                                                                                                                                                                 	ResearchedMine2                                                                                                                                                                                                                                                 	1	part        	1	57	invsmine    	702	0	0
26	0	acs48       	            	A more efficient fuel based booster. Less power than the conventional booster but significantly better endurance.                                                                                       	Light Booster 1         	7	2000-06-14 10:24:00	2	2	100	ResearchedDietBooster1 CopyResearch                                                                                                                                                                                                                             	ResearchedDietBooster1                                                                                                                                                                                                                                          	1	part        	1	28	invafterburn	412	0	0
27	0	acs48       	            	A fuel based booster rocket with slightly better endurance than the booster 1.                                                                                                                          	Booster 2               	7	2000-06-14 10:23:00	2	2	150	ResearchedBooster2 CopyOrdnance                                                                                                                                                                                                                                 	ResearchedBooster2                                                                                                                                                                                                                                              	1	part        	1	29	invafterburn	402	0	0
28	0	acs48       	            	A slightly more powerful and efficient version of the Light Booster 1.                                                                                                                                  	Light Booster 2         	7	2000-06-14 10:24:00	2	2	100	ResearchedDietBooster2 CopyResearch                                                                                                                                                                                                                             	ResearchedDietBooster2                                                                                                                                                                                                                                          	1	part        	1		invafterburn	411	0	0
29	0	acs48       	            	A fuel based booster rocket with more power than the booster 2.                                                                                                                                         	Booster 3               	7	2000-06-14 10:23:00	2	2	150	ResearchedBooster3 CopyOrdnance                                                                                                                                                                                                                                 	ResearchedBooster3                                                                                                                                                                                                                                              	1	part        	1		invafterburn	401	0	0
10	0	mis12       	            	Pack of Long Range                                                                                                                                                                                      	XRM Cruise 1            	2	2000-05-01 16:52:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb2                                                                                                                                                                                                                                          	1	part        	1	11	invsmissile 	223	0	0
11	0	mis12       	            	Dumb Missile 2 Mag                                                                                                                                                                                      	XRM Cruise 2            	2	2000-05-01 16:52:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb2                                                                                                                                                                                                                                          	1	part        	1		invsmissile 	222	0	0
1	0	utl23       	            	Deploy these portable Teleportation Recievers wherever you need.                                                                                                                                        	Teleport probe 1        	2	2000-06-03 10:33:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1	600	invsmine    	631	0	0
67	0	wep90       	            	A Devestator mounted heavy energy weapon, for use on almost anything.                                                                                                                                   	EW SkyRipper            	1	2000-06-14 10:26:00	1	200	200	ResearchedAntiCapGun1 HasShipyard1 IsNotCivBelters                                                                                                                                                                                                              	ResearchedAntiCapGun1                                                                                                                                                                                                                                           	5	part        	256		invsweapon  	76	0	0
192	0	mis01       	            	EMP Missile mag                                                                                                                                                                                         	EMP Missile mag         	2	2000-04-27 11:32:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileTracking2                                                                                                                                                                                                                                      	1	part        	1		invsmissile 	141	0	0
40	0	acs30       	            	A small-ship mounted shield protection system.                                                                                                                                                          	Small Shield 2          	4	2000-06-14 10:29:00	2	1	50	ResearchedSmShield2                                                                                                                                                                                                                                             	ResearchedSmShield2                                                                                                                                                                                                                                             	1	part        	1	42	invshield   	302	0	0
42	0	acs30       	            	A small-ship mounted shield protection system.                                                                                                                                                          	Small Shield 3          	4	2000-06-14 10:29:00	2	1	50	ResearchedSmShield3                                                                                                                                                                                                                                             	ResearchedSmShield3                                                                                                                                                                                                                                             	1	part        	1		invshield   	301	0	0
43	0	acs39       	            	A medium-ship mounted shield protection system.                                                                                                                                                         	Medium Shield 2         	4	2000-06-14 10:29:00	4	1	75	ResearchedMdShield2                                                                                                                                                                                                                                             	ResearchedMdShield2                                                                                                                                                                                                                                             	1	part        	2	44	invshield   	312	0	0
44	0	acs39       	            	A medium-ship mounted shield protection system.                                                                                                                                                         	Medium Shield 3         	4	2000-06-14 10:29:00	4	1	75	ResearchedMdShield3                                                                                                                                                                                                                                             	ResearchedMdShield3                                                                                                                                                                                                                                             	1	part        	2		invshield   	311	0	0
45	0	acs34       	            	A large-ship  mounted shield protection system.                                                                                                                                                         	Large Shield 2          	4	2000-06-14 10:29:00	50	1	100	HasShipyard1 ResearchedLgShield2                                                                                                                                                                                                                                	ResearchedLgShield2                                                                                                                                                                                                                                             	0	part        	4	46	invshield   	322	0	0
46	0	acs34       	            	A large-ship  mounted shield protection system.                                                                                                                                                         	Large Shield 3          	4	2000-06-14 10:29:00	50	1	100	HasShipyard1 ResearchedLgShield3                                                                                                                                                                                                                                	ResearchedLgShield3                                                                                                                                                                                                                                             	0	part        	4		invshield   	321	0	0
57	0	acs41       	            	Mine 3 magazine                                                                                                                                                                                         	Prox Mine 3             	2	2000-03-25 10:53:00	2	2	200	ResearchedMine3                                                                                                                                                                                                                                                 	ResearchedMine2                                                                                                                                                                                                                                                 	1	part        	1		invsmine    	701	0	0
13	0	acs41       	            	Mine Pack 1                                                                                                                                                                                             	Mine pack 1             	2	2000-03-25 10:53:00	2	2	200	ResearchedMinePack1                                                                                                                                                                                                                                             	ResearchedMine2                                                                                                                                                                                                                                                 	1	part        	1	14	invsmine    	712	0	0
14	0	acs41       	            	Mine Pack 2                                                                                                                                                                                             	Mine pack 2             	2	2000-03-25 10:53:00	2	2	200	ResearchedMinePack2                                                                                                                                                                                                                                             	ResearchedMine2                                                                                                                                                                                                                                                 	1	part        	1		invsmine    	711	0	0
15	0	utl23       	            	Probe 2                                                                                                                                                                                                 	EWS Probe 2             	2	2000-03-16 12:05:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1	16	invsmine    	602	0	0
16	0	utl23       	            	Probe 3                                                                                                                                                                                                 	EWS Probe 3             	2	2000-03-16 12:05:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1		invsmine    	601	0	0
17	0	utl23       	            	Pulse Probe                                                                                                                                                                                             	Pulse Probe             	2	2000-03-16 12:05:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1		invsmine    	610	0	0
18	0	mis14       	            	SRM Anti rock                                                                                                                                                                                           	SRM Anti rock           	2	2000-05-01 16:51:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb2                                                                                                                                                                                                                                          	1	part        	1		invsmissile 	135	0	0
20	0	mis09       	            	Dumb Missile 2 Mag                                                                                                                                                                                      	LRM Killer 1            	2	2000-06-03 10:25:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb2                                                                                                                                                                                                                                          	1	part        	1	30	invsmissile 	126	0	0
30	0	mis09       	            	Dumb Missile 2 Mag                                                                                                                                                                                      	LRM Killer 2            	2	2000-06-03 10:25:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb2                                                                                                                                                                                                                                          	1	part        	1		invsmissile 	125	0	0
31	0	mis07       	            	Dumb Missile 2 Mag                                                                                                                                                                                      	LRM Hunter 3            	2	2000-03-16 12:07:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb2                                                                                                                                                                                                                                          	1	part        	1		invsmissile 	121	0	0
34	0	acs38       	            	Cloaking device                                                                                                                                                                                         	Signature Cloak 3       	5	2000-02-03 14:28:00	3	1	0	ResearchedCloak3 CopyElectronics                                                                                                                                                                                                                                	ResearchedCloak3                                                                                                                                                                                                                                                	5	part        	1		invcloak    	501	0	0
35	0	acs38       	            	Heavy Cloak 2                                                                                                                                                                                           	Heavy Cloak 2           	5	2000-03-07 12:39:00	10	1	0	ResearchedCapCloak2                                                                                                                                                                                                                                             	ResearchedCapCloak2                                                                                                                                                                                                                                             	5	part        	2		invcloak    	511	0	0
32	0	mis08       	            	Dumb Missile 2 Mag                                                                                                                                                                                      	LRM Huntr Killer 3      	2	2000-04-27 11:37:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb2                                                                                                                                                                                                                                          	1	part        	1		invsmissile 	201	0	0
95	0	mis09       	            	Dumb Missile 2 Mag                                                                                                                                                                                      	LRM Killer 1            	2	2000-04-28 13:16:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb2                                                                                                                                                                                                                                          	1	part        	1	96	invsmissile 	142	0	0
48	0	mis10       	            	MRM Nerve Gas                                                                                                                                                                                           	MRM Nerve Gas           	2	2000-05-01 16:50:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb2                                                                                                                                                                                                                                          	1	part        	1		invsmissile 	230	0	0
53	0	mis14       	            	SRM Anti rock                                                                                                                                                                                           	MRM Seismic 2           	2	2000-05-01 16:51:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb2                                                                                                                                                                                                                                          	1	part        	1	54	invchaff    	812	0	0
54	0	mis14       	            	SRM Anti rock                                                                                                                                                                                           	MRM Seismic 3           	2	2000-05-01 16:51:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb2                                                                                                                                                                                                                                          	1	part        	1		invchaff    	811	0	0
19	0	utl23       	            	Pulse Probe                                                                                                                                                                                             	Pulse Probe             	2	2000-04-20 14:23:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1		invsmine    	620	0	0
2	0	utl23       	            	Pulse Probe                                                                                                                                                                                             	Pulse Probe             	2	2000-04-20 14:27:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1		invsmine    	621	0	0
5	0	mis02       	            	Aleph Bomb                                                                                                                                                                                              	Aleph Bomb              	2	2000-04-27 11:50:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb2                                                                                                                                                                                                                                          	1	part        	1		invsmissile 	820	0	0
96	0	mis09       	            	Dumb Missile 2 Mag                                                                                                                                                                                      	LRM Killer 2            	2	2000-04-28 13:16:00	2	2	200	                                                                                                                                                                                                                                                                	ResearchedMissileDumb2                                                                                                                                                                                                                                          	1	part        	1		invsmissile 	141	0	0
200	0	wep91       	            	Heavy, short ranged anti-base weapon.                                                                                                                                                                   	EW Stinger 1            	1	2000-06-15 12:19:00	1	400	200	IsCivRix NotArena                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	5	part        	512	201	invsweapon  	56	0	0
201	0	wep91       	            	Heavy, short ranged anti-base weapon.                                                                                                                                                                   	EW Stinger 2            	1	2000-06-15 12:20:00	1	400	200	IsCivRix ResearchedStinger2 NotArena                                                                                                                                                                                                                            	ResearchedStinger2                                                                                                                                                                                                                                              	5	part        	512		invsweapon  	55	0	0
1000	0	utl23       	            	Combat Probe                                                                                                                                                                                            	Combat Pod 1            	2	2000-05-30 10:34:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1	1001	invsmine    	652	0	0
1001	0	utl23       	            	Combat Probe                                                                                                                                                                                            	Combat Pod 2            	2	2000-05-30 10:34:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1	800	invsmine    	651	0	0
1002	0	utl23       	            	Station Probe                                                                                                                                                                                           	Station Pod 1           	2	2000-05-30 10:34:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1	850	invsmine    	661	0	0
631	0	utl23       	            	Rix Drone AC                                                                                                                                                                                            	Rix Drone AC            	2	2000-05-30 10:45:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1		invsmine    	690	0	0
1003	0	wep92       	            	Ultra-long ranged gun for Rix destroyers. Optimized for killing small and medium ships.                                                                                                                 	PW Lancer 1             	1	2000-06-23 10:11:00	1	200	200	IsCivRix                                                                                                                                                                                                                                                        	                                                                                                                                                                                                                                                                	5	part        	1024	1004	invsweapon  	82	0	0
800	0	utl23       	            	Combat Probe                                                                                                                                                                                            	Combat Pod 3            	2	2000-05-30 10:34:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1		invsmine    	650	0	0
850	0	utl23       	            	Combat Probe                                                                                                                                                                                            	Station Pod 2           	2	2000-05-30 10:34:00	2	2	200	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	1	part        	1		invsmine    	660	0	0
