Hvy Troop Transport 	293	utl93b      	22.73	45.0	1000	75	975	1200	GCTT Exonerator (H). This transport carries specially trained troops capable of taking over enemy facilities. This heavy version carries EMP Missiles to neutralize base shields.                       	35.0	35.0	35.0	10.0	10.0	10.0	15.0	0.5	0.5	100	0.0	0.0	IsCivCrimsonWing ResearchedAPC2 HasResearch2 NotArena                                                                                                                                                                                                           	ResearchedAPC2                                                                                                                                                                                                                                                  	659	1200	5	transport   	2	0	0	32	0	1	45	0	8		dialog      	dialog      	140	180	220	260	300	340	270											192	80	33	22	2	0	0	2.0	0.80000001	1500.0
Gunship             	290	bom05b      	23.209999	50.0	0	80	800	1600	GCG Marauder. This ship's key features are 2 heavy turret positions, with excellent cover for defending constructors, capital ships, and miners.                                                        	25.0	25.0	25.0	8.0	8.0	8.0	20.0	0.5	0.5	200	1500.0	90.0	IsCivCrimsonWing ResearchedPlatform1 NotArena                                                                                                                                                                                                                   	ResearchedPlatform1                                                                                                                                                                                                                                             	146	1200	5	gunship     	2	0	0	259	0	1	60	0	8		dialog      	dialog      	140	180	220	260	300	340	235								155	130	33	22	85	80	140	2	0	0	1.5	0.80000001	1250.0
Devastator          	222	utl17a      	225.0	2500.0	7500	75	3000	1600	GCFD Devastator. Capable of carrying several turret gunners for defense, this capital ship can fire the largest and most deadly guns, swiftly devastating enemy stations.                               	10.0	10.0	10.0	9.0	9.0	9.0	10.0	1.0	0.5	400	1800.0	60.0	AtCanBuildCapShips IsCivCrimsonWing ResearchedArtillery2 HasShipyard1 NotArena                                                                                                                                                                                  	ResearchedArtillery2                                                                                                                                                                                                                                            	2562	3000	5	capitol     	4	0	0	0	0	2	0	0	6		dialog      	dialog      	160	200	240	280	320	360	280										130	140	67	64	180	3	0	4	2.0	0.60000002	2250.0
Enhanced Constructor	217	utl14a      	85.0	500.0	0	80	3600	3000	                                                                                                                                                                                                        	18.0	18.0	18.0	12.0	12.0	12.0	10.0	1.0	0.5	125	0.0	0.0	IsCivCrimsonWing ResearchedBuilder2 NotArena                                                                                                                                                                                                                    	ResearchedBuilder2                                                                                                                                                                                                                                              	-32640	0	0	utility     	2	0	0	0	0	1	0	0	0	216	dialog      	dialog      	160	200	240	280	320	360	292														22	5	0	255	3.0	0.80000001	750.0
Advanced Constructor	216	utl14a      	85.0	500.0	0	100	4500	3000	                                                                                                                                                                                                        	18.0	18.0	18.0	12.0	12.0	12.0	10.0	1.0	0.5	100	0.0	0.0	IsCivCrimsonWing ResearchedBuilder3 NotArena                                                                                                                                                                                                                    	ResearchedBuilder3                                                                                                                                                                                                                                              	-32640	0	0	utility     	2	0	0	0	0	1	0	0	0		dialog      	dialog      	160	200	240	280	320	360	291														22	5	0	255	3.0	0.80000001	750.0
Enhanced Miner      	237	utl91       	19.950001	100.0	0	100	1200	2400	                                                                                                                                                                                                        	24.0	24.0	24.0	12.0	12.0	12.0	10.0	1.0	0.5	125	0.0	0.0	IsCivCrimsonWing ResearchedMiner2 NotArena                                                                                                                                                                                                                      	ResearchedMiner2                                                                                                                                                                                                                                                	16544	0	0	miner       	2	0	0	0	0	1	0	0	0	236	dialog      	dialog      	160	200	240	280	320	360	295														22	5	0	255	3.0	1.0	500.0
Advanced Miner      	236	utl91       	19.950001	100.0	0	120	1500	2400	                                                                                                                                                                                                        	24.0	24.0	24.0	12.0	12.0	12.0	10.0	1.0	0.5	100	0.0	0.0	IsCivCrimsonWing ResearchedMiner3 NotArena                                                                                                                                                                                                                      	ResearchedMiner3                                                                                                                                                                                                                                                	16544	0	0	miner       	2	0	0	0	0	1	0	0	0		dialog      	dialog      	160	200	240	280	320	360	294														22	5	0	255	3.0	1.0	500.0
Bomber              	304	bom20       	27.17	50.0	500	60	800	1600	BC 840 Dragonfly. This large, lumbering craft is designed for base assault. It is vulnerable to enemies when flown without fighter or turret support.                                                   	20.0	20.0	20.0	8.0	8.0	8.0	15.0	0.5	0.5	200	1500.0	90.0	IsCivBios ResearchedBomber1 NotArena                                                                                                                                                                                                                            	ResearchedBomber1                                                                                                                                                                                                                                               	2706	1200	5	bomber      	2	0	2	294	0	1	60	0	8	389	dialog      	dialog      	140	180	220	260	300	340	351									41	33	22	157	80	130	2	0	0	1.0	0.80000001	1250.0
Constructor         	319	utl102      	85.0	500.0	0	60	2880	3000	                                                                                                                                                                                                        	18.0	18.0	18.0	12.0	12.0	12.0	10.0	1.0	0.5	150	0.0	0.0	IsCivBios NotArena                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	-32640	0	0	utility     	2	0	0	0	0	1	0	0	0	317	dialog      	dialog      	160	200	240	280	320	360	393														22	5	0	255	3.0	0.80000001	750.0
Lifepod             	344	utl100      	4.0	10.0	0	40	25	200	                                                                                                                                                                                                        	40.0	40.0	40.0	8.0	8.0	8.0	15.0	1.0	1.0	100	0.0	0.0	IsCivBios                                                                                                                                                                                                                                                       	                                                                                                                                                                                                                                                                	132	0	0	ejectpod    	0	0	0	0	0	1	0	0	0		dialog      	dialog      	140	180	220	260	300	340	399															1	0	255	2.5	1.0	250.0
Enhanced Fighter    	314	fig20       	10.3	36.0	0	100	350	450	JJE Hornet. Typically deployed for prolonged combat situations that require quick response and good range, this fighter has 3 weapon mounts, hardpoints for missiles, and an average scan range.        	60.0	60.0	60.0	5.0	5.0	5.0	25.0	0.5	0.5	100	1200.0	60.0	IsCivBios ResearchedFighter2 HasOrdnance1 NotArena                                                                                                                                                                                                              	ResearchedFighter2                                                                                                                                                                                                                                              	146	600	10	fighter     	1	1	2	129	1024	1	20	1	4	388	dialog      	dialog      	140	180	220	260	300	340	313									13	23	80	21	150	33	1	0	0	1.0	1.0	500.0
Stealth Fighter     	311	fig23       	12.71	60.0	0	140	150	1600	D11 Falcon. This lightly armored combat craft is ideal for hit-and-run attacks. It has a low sensor signature and the ability to cloak.Its default role is miner/ constructor interdiction.             	30.0	30.0	30.0	6.0	6.0	6.0	36.0	0.5	0.25	50	2400.0	80.0	IsCivBios ResearchedStealth1 HasElectronics1 NotArena                                                                                                                                                                                                           	ResearchedStealth1                                                                                                                                                                                                                                              	2194	200	5	stealthftr  	1	0	3	259	0	1	20	0	5	386	dialog      	dialog      	140	180	220	260	300	340	323									60	38	21	80	155	50	1	0	0	1.5	1.25	750.0
Interceptor         	312	fig22       	11.81	20.0	0	80	700	400	SC 12 Salamander. This fast, short-range vessel is the most deadly of all fighters but hampered by low fuel capacity, poor scan range, lack of shielding, and incompatibility with teleporters.         	60.0	60.0	60.0	5.0	5.0	5.0	15.0	1.0	1.0	75	1200.0	80.0	IsCivBios ResearchedDefender1 HasResearch1 NotArena                                                                                                                                                                                                             	ResearchedDefender1                                                                                                                                                                                                                                             	178	450	15	interceptor 	0	1	2	0	2	1	0	1	3	381	dialog      	dialog      	140	180	220	260	300	340	333										17	23	80	26	120	2	0	0	1.0	1.0	500.0
Miner               	338	utl101      	20.200001	100.0	0	100	960	2400	                                                                                                                                                                                                        	24.0	24.0	24.0	12.0	12.0	12.0	10.0	1.0	0.5	150	0.0	0.0	IsCivBios NotArena                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	16544	0	0	miner       	2	0	0	0	0	1	0	0	0	337	dialog      	dialog      	160	200	240	280	320	360	396														22	5	0	255	3.0	1.0	500.0
Scout               	310	fig21       	15.08	40.0	0	160	200	2400	TSR1 Fox. This small and agile craft is packed with scanner suites. It can deploy minefields and probes, and has 1 weapon mount for machine guns or repair weapons.                                     	50.0	50.0	50.0	5.0	5.0	5.0	30.0	0.5	0.25	75	1200.0	60.0	IsCivBios ResearchedSupport1 NotArena                                                                                                                                                                                                                           	ResearchedSupport1                                                                                                                                                                                                                                              	146	800	5	scout       	1	0	2	129	1027	1	10	2	4	385	dialog      	dialog      	140	180	220	260	300	340	303									150	21	81	80	153	33	1	0	0	1.0	1.0	1000.0
Heavy Bomber        	389	bom20       	27.17	50.0	500	75	1200	2000	BC 2 Mayfly. This large, lumbering craft is designed for base assault. It is less vulnerable to enemies but still requires turret support to be effective.                                              	25.0	25.0	25.0	8.0	8.0	8.0	15.0	0.5	0.5	200	1500.0	90.0	IsCivBios ResearchedBomber2 NotArena                                                                                                                                                                                                                            	ResearchedBomber2                                                                                                                                                                                                                                               	2706	1200	5	bomber      	2	0	2	806	0	1	75	0	8		dialog      	dialog      	140	180	220	260	300	340	350									41	80	22	157	33	130	2	0	0	1.0	0.80000001	1250.0
Devastator          	321	cap100      	225.0	2500.0	7500	75	3000	1600	MSR 4 Barracuda. Capable of carrying several turret gunners for defense, this capital ship can fire the largest and most deadly guns, swiftly devastating enemy stations.                               	10.0	10.0	10.0	9.0	9.0	9.0	10.0	1.0	0.5	400	1800.0	60.0	AtCanBuildCapShips IsCivBios ResearchedArtillery2 HasShipyard2 NotArena                                                                                                                                                                                         	ResearchedArtillery2                                                                                                                                                                                                                                            	2562	3000	5	capitol     	4	0	0	0	0	2	0	0	6		dialog      	dialog      	160	200	240	280	320	360	380											140	67	64	180	3	0	4	2.0	0.60000002	2250.0
Advanced Fighter    	388	fig20       	10.3	36.0	0	120	450	500	JJA Hornet. Typically deployed for prolonged combat situations that require quick response and good range, this advanced version can carry special weapons for base attacks.                            	60.0	60.0	60.0	5.0	5.0	5.0	25.0	0.5	0.5	100	1500.0	90.0	IsCivBios ResearchedFighter3 HasOrdnance2 NotArena                                                                                                                                                                                                              	ResearchedFighter3                                                                                                                                                                                                                                              	146	900	12	fighter     	1	1	2	129	1024	1	25	1	4		dialog      	dialog      	140	180	220	260	300	340	312									13	33	80	21	23	150	1	0	0	1.0	1.0	500.0
Heavy Interceptor   	381	fig22       	11.81	20.0	0	90	750	500	SS13 Salamander. This fast, short-range vessel is the most deadly of all fighters but hampered by low fuel capacity, poor scan range, lack of shielding, and incompatibility with teleporters.          	60.0	60.0	60.0	5.0	5.0	5.0	15.0	1.0	1.0	75	1200.0	80.0	IsCivBios ResearchedDefender2 HasResearch2 NotArena                                                                                                                                                                                                             	ResearchedDefender2                                                                                                                                                                                                                                             	178	450	15	interceptor 	0	1	2	0	2	1	0	1	4		dialog      	dialog      	140	180	220	260	300	340	332										17	23	80	26	120	2	0	0	1.0	1.0	500.0
Adv Scout           	385	fig21       	15.08	40.0	0	180	225	3000	TSR2 Fox. This small and agile craft is packed with scanner suites. It can deploy minefields and probes, and has 1 weapon mount for machine guns or repair weapons..                                    	50.0	50.0	50.0	5.0	5.0	5.0	30.0	0.5	0.25	50	1500.0	60.0	IsCivBios ResearchedSupport2 NotArena                                                                                                                                                                                                                           	ResearchedSupport2                                                                                                                                                                                                                                              	146	800	5	scout       	1	0	2	129	1027	1	15	2	5		dialog      	dialog      	140	180	220	260	300	340	302									150	21	81	80	153	33	1	0	0	1.0	1.0	1000.0
Adv Stealth Fighter 	386	fig23       	12.71	60.0	0	160	200	2000	D12 Falcon. This advanced armored combat craft is ideal for hit-and-run attacks. It has a low sensor signature and the ability to cloak.Its default role is miner and constructor interdiction.         	30.0	30.0	30.0	6.0	6.0	6.0	36.0	0.5	0.25	50	2400.0	90.0	IsCivBios ResearchedStealth2 HasElectronics2 NotArena                                                                                                                                                                                                           	ResearchedStealth2                                                                                                                                                                                                                                              	2194	200	5	stealthftr  	1	0	3	259	0	1	30	0	6		dialog      	dialog      	140	180	220	260	300	340	322									60	38	21	80	155	50	1	0	0	1.5	1.25	750.0
Troop Transport     	395	utl103      	21.98	45.0	0	75	750	1200	TT 23 Centipede This transport carries specially trained troops capable of taking over enemy facilities.                                                                                                	35.0	35.0	35.0	10.0	10.0	10.0	15.0	0.5	0.5	100	1500.0	60.0	IsCivBios ResearchedAPC1 HasResearch1 NotArena                                                                                                                                                                                                                  	ResearchedAPC1                                                                                                                                                                                                                                                  	659	1200	5	transport   	2	0	2	0	0	1	0	0	8		dialog      	dialog      	140	180	220	260	300	340	371											41	80	33	22	2	0	0	2.0	0.80000001	1500.0
Destroyer           	391	cap101      	175.0	2500.0	6000	75	3000	1600	GA 11 Panther (Prowler). This large, mainly defensive capitol ship can fire very long range missiles at Fighter class craft. It has no turrets but has Ripcord ability.                                 	10.0	10.0	10.0	9.0	9.0	9.0	10.0	1.0	0.5	400	0.0	0.0	AtCanBuildCapShips IsCivBios ResearchedArtillery1 HasShipyard1 NotArena                                                                                                                                                                                         	ResearchedArtillery1                                                                                                                                                                                                                                            	2	200	5	capitol     	4	0	0	528	0	2	120	0	6		dialog      	dialog      	160	200	240	280	320	360	381												163	64	180	3	0	4	2.0	0.60000002	2250.0
Tower Layer Drone   	318	utl105      	12.0	30.0	0	100	200	700	                                                                                                                                                                                                        	32.0	32.0	32.0	12.0	12.0	12.0	25.0	1.0	1.0	100	0.0	0.0	IsCivBios unavailable NotArena                                                                                                                                                                                                                                  	                                                                                                                                                                                                                                                                	-32640	0	0	utility     	0	0	0	0	0	0	0	0	0		dialog      	dialog      	140	180	220	260	300	340	1003															5	0	255	3.0	1.0	750.0
Fighter             	315	fig20       	10.3	36.0	0	100	300	400	JJ1A Hornet. Typically deployed for prolonged combat situations that require quick response and good range, this fighter has 2 weapon mounts, hardpoints for missiles, and an average scan range.       	60.0	60.0	60.0	5.0	5.0	5.0	25.0	0.5	0.5	100	1200.0	60.0	IsCivBios ResearchedFighter1 NotArena                                                                                                                                                                                                                           	ResearchedFighter1                                                                                                                                                                                                                                              	146	600	8	fighter     	1	1	2	129	1024	1	20	1	4	314	dialog      	dialog      	140	180	220	260	300	340	314									13	23	80	21	150	33	1	0	0	1.0	1.0	500.0
Hvy Troop Transport 	393	utl103      	21.98	45.0	1000	75	975	1200	GTT 24 Milipede. This transport carries specially trained troops capable of taking over enemy facilities. This heavy version carries EMP Missiles to neutralize base shields.                           	35.0	35.0	35.0	10.0	10.0	10.0	15.0	0.5	0.5	100	1500.0	60.0	IsCivBios ResearchedAPC2 HasResearch2 NotArena                                                                                                                                                                                                                  	ResearchedAPC2                                                                                                                                                                                                                                                  	659	1200	5	transport   	2	0	2	32	0	1	45	0	8		dialog      	dialog      	140	180	220	260	300	340	370										41	192	80	33	22	2	0	0	2.0	0.80000001	1500.0
Gunship             	390	bom20       	27.17	50.0	0	80	800	1600	HF 4  Baslisk. This ship's key features are 2 heavy turret positions, with excellent cover for defending constructors, capital ships, and miners.                                                       	25.0	25.0	25.0	8.0	8.0	8.0	20.0	0.5	0.5	200	1500.0	90.0	IsCivBios ResearchedPlatform1 NotArena                                                                                                                                                                                                                          	ResearchedPlatform1                                                                                                                                                                                                                                             	146	1200	5	gunship     	2	0	2	259	0	1	60	0	8		dialog      	dialog      	140	180	220	260	300	340	335							155	41	130	33	22	85	80	140	2	0	0	1.5	0.80000001	1250.0
Cruiser             	322	cap102      	300.0	5000.0	15000	90	6000	3600	DDR Eagle. Capable of carrying several turret gunners for defense, this capital ship can fire the largest and most deadly tactical nuke missiles, swiftly devastating enemy stations.                   	7.5	7.5	7.5	10.0	10.0	10.0	10.0	1.0	0.5	600	0.0	0.0	AtCanBuildCapShips IsCivBios ResearchedCapital2 HasShipyard2 NotArena                                                                                                                                                                                           	ResearchedCapital2                                                                                                                                                                                                                                              	2562	2800	5	capitol     	4	0	0	520	0	2	120	0	10		dialog      	dialog      	160	200	240	280	320	360	382										130	64	160	180	140	4	0	4	2.0	0.40000001	2250.0
Enhanced Constructor	317	utl102      	85.0	500.0	0	80	3600	3000	                                                                                                                                                                                                        	18.0	18.0	18.0	12.0	12.0	12.0	10.0	1.0	0.5	125	0.0	0.0	IsCivBios ResearchedBuilder2 NotArena                                                                                                                                                                                                                           	ResearchedBuilder2                                                                                                                                                                                                                                              	-32640	0	0	utility     	2	0	0	0	0	1	0	0	0	316	dialog      	dialog      	160	200	240	280	320	360	392														22	5	0	255	3.0	0.80000001	750.0
